rho,arrival_rate,baseline_mean_wait,baseline_mean_response,baseline_p95_response,baseline_throughput,dedicated_mean_wait,dedicated_mean_response,dedicated_p95_response,dedicated_throughput,shared_mean_wait,shared_mean_response,shared_p95_response,shared_throughput,dedicated_vs_baseline_response,shared_vs_baseline_response
0.5,120,3.319650317594793e-05,0.08334295262290442,0.24992709451710843,119.81100133803446,0.0,0.08316867820664187,0.24937642198458063,94.35251060977032,8.56252597278422e-05,0.08821946607071822,0.26447652115741416,119.85644200534232,0.997908948378022,1.0585114073157234
0.6,144,0.00023601095183983282,0.08355324554215184,0.2505335941915376,143.79537108553663,0.0,0.08328688694119248,0.24972157199865755,100.60109156732229,0.000656214288587888,0.08973290179900045,0.26804956132520225,143.84649822111666,0.9968121094610863,1.0739606967599007
0.7,168,0.001314042232544013,0.08462585310948133,0.25170960758276006,167.73223014068824,0.0,0.08341076719088993,0.2504099598196211,104.58938600902982,0.0036875196772555314,0.09376479679724051,0.2750852976812296,167.98264556187002,0.9856416700813706,1.1079923374708676
0.8,192,0.005694805629954596,0.08917131044171711,0.2582556002150471,191.99439904332723,0.0,0.08350814446620028,0.25080883992510017,107.23098231322862,0.017252079949417305,0.10810250319717257,0.2973798547781752,191.77645050966433,0.9364911657408208,1.2123013855205031
0.9,216,0.0235257266113382,0.10690393606049033,0.29064971057328864,215.45958941370444,0.0,0.08353938225150244,0.25125462091073725,109.16073272877007,0.3823229670603719,0.47402126102985537,1.4125037919156507,215.4638977893056,0.7814434653204225,4.434086138434005
