n_threads,paper_queue_length,our_queue_length,error_pct
4,8.5,4.527448869752422,46.73589564997151
5,5.2,1.037881574108128,80.04073895945908
6,3.4,0.30413715989563916,91.05478941483413
7,2.5,0.09844559585492227,96.06217616580311
8,2.0,0.06498194945848375,96.75090252707581
9,1.7,0.010622710622710623,99.37513466925232
10,1.5,0.0025170801869830992,99.83219465420112
