arrival_time,wait_time,service_time,response_time,queue_length,departure_time,phase,p99_latency,mean_latency,time_offset
4.519306819690649,12.847420081235143,0.38431208474105577,13.231732165976199,276,17.751038985666845,2. The Crash,13.133267886534178,2.8447869271164183,34.51930681969065
4.59942708018626,13.151611905480586,0.0044573274931132756,13.1560692329737,275,17.75549631315996,2. The Crash,13.194657328804974,3.107870579867398,34.59942708018626
17.78517761994833,0.0,0.026672508272496797,0.026672508272496797,0,17.811850128220826,2. The Crash,13.194657328804974,3.1073971893551153,47.78517761994833
17.819115293509068,0.0,0.1021301386089327,0.1021301386089327,4,17.921245432118,2. The Crash,13.194657328804974,2.8635943569081563,47.81911529350907
17.791829739848605,0.0,0.1460645486682329,0.1460645486682329,3,17.937894288516837,2. The Crash,13.194657328804974,2.62432753212596,47.79182973984861
17.81244523672567,0.0,0.16797476920385396,0.16797476920385396,3,17.980420005929524,2. The Crash,13.194657328804974,2.6270313224697177,47.812445236725665
17.819349635902146,0.1018957962158531,0.06323094023703277,0.16512673645288586,3,17.984476372355033,2. The Crash,13.194657328804974,2.389654364166012,47.81934963590214
17.854275489721793,0.12614451620773082,0.039526439181385285,0.1656709553891161,3,18.01994644511091,2. The Crash,13.194657328804974,2.14947187464833,47.85427548972179
17.907775833741265,0.07670053861376758,0.08068722734188458,0.15738776595565215,3,18.065163599696916,2. The Crash,13.194657328804974,2.150674134810999,47.90777583374127
17.960448057090552,0.05949838802035856,0.08796368092103868,0.14746206894139724,2,18.10791012603195,2. The Crash,13.194657328804974,2.1517231875254534,47.96044805709055
17.839953014951266,0.0979412735655707,0.1762355765647885,0.2741768501303592,1,18.114129865081626,2. The Crash,13.194657328804974,2.1571586553684647,47.83995301495126
18.03959961165438,0.07453025342724473,0.01316655605271413,0.08769680947995886,0,18.12729642113434,2. The Crash,13.194657328804974,2.157602189455994,48.03959961165438
4.592799339223254,12.987349262642262,0.577566820210557,13.564916082852818,286,18.157715422076073,2. The Crash,13.401655963583273,2.185059375461725,34.592799339223255
17.991187129952554,0.11672299607939607,0.05517939665026462,0.17190239272966068,0,18.163089522682213,2. The Crash,13.401655963583273,2.1880836726155017,47.99118712995255
18.149253368101352,0.0,0.027605433543369723,0.027605433543369723,0,18.176858801644723,2. The Crash,13.401655963583273,2.1881708413746384,48.149253368101355
18.179856614445544,0.0,0.005889931666374581,0.005889931666374581,1,18.18574654611192,2. The Crash,13.401655963583273,1.943351989858381,48.17985661444554
17.982151834647166,0.08301176504975061,0.12476042681476213,0.20777219186451273,0,18.18992402651168,2. The Crash,13.401655963583273,1.9451781450712629,47.98215183464717
18.18300692013005,0.0,0.048326167667667445,0.048326167667667445,0,18.23133308779772,2. The Crash,13.401655963583273,1.94197052283703,48.183006920130055
4.651293384346161,13.104202928813798,0.5079589111812116,13.612161839995009,287,18.263455224341172,2. The Crash,13.589011418995335,2.2104385222247602,34.65129338434616
18.20391211815712,0.0,0.06415383511050685,0.06415383511050685,0,18.268065953267627,2. The Crash,13.589011418995335,2.2085970290291725,48.20391211815712
4.681528692661312,13.47618672941476,0.11706701729368986,13.59325374670845,287,18.274782439369762,2. The Crash,13.602896874284596,2.4772635945568053,34.68152869266131
18.295149741359417,0.0,0.012165213670743883,0.012165213670743883,0,18.30731495503016,2. The Crash,13.602896874284596,2.473845589590665,48.29514974135942
18.18342479290554,0.002321753206377508,0.1426698001503199,0.14499155335669742,0,18.328416346262237,2. The Crash,13.602896874284596,2.473380240642098,48.18342479290554
4.793665057090627,13.469790167250544,0.11804238389970065,13.587832551150244,289,18.381497608240874,2. The Crash,13.602896874284596,2.7396127223367,34.79366505709063
18.37983510518282,0.0,0.014855464701591761,0.014855464701591761,0,18.394690569884414,2. The Crash,13.602896874284596,2.7370472256270837,48.37983510518282
4.92271606305263,13.458781545188245,0.02640010848070455,13.485181653668949,290,18.40789771672158,2. The Crash,13.602896874284596,3.005299993368762,34.92271606305263
18.36255351300805,0.0,0.059486055217752506,0.059486055217752506,0,18.422039568225802,2. The Crash,13.602896874284596,3.001258523882311,48.36255351300805
18.398472589294183,0.0,0.05531091474390173,0.05531091474390173,0,18.453783504038086,2. The Crash,13.602896874284596,3.0016938492251444,48.39847258929419
4.931121668403472,13.476776048318106,0.048133122421480524,13.524909170739587,289,18.456030839143057,2. The Crash,13.602896874284596,3.26844445371121,34.93112166840347
18.42787063685838,0.0,0.03028159040660298,0.03028159040660298,0,18.458152227264982,2. The Crash,13.602896874284596,3.2688256525771937,48.42787063685838
18.451906830968323,0.0,0.053478098460035865,0.053478098460035865,1,18.50538492942836,2. The Crash,13.602896874284596,3.269249740355355,48.451906830968326
18.49792031825504,0.007464611173318758,0.03252751979503327,0.03999213096835203,0,18.53791244922339,2. The Crash,13.602896874284596,3.268097135271808,48.49792031825504
18.486825798963874,0.0,0.0605846252755674,0.0605846252755674,0,18.54741042423944,2. The Crash,13.602896874284596,3.268680634150032,48.48682579896388
18.551796953971525,0.0,0.015621491161007701,0.015621491161007701,0,18.56741844513253,2. The Crash,13.602896874284596,3.2646096325453415,48.551796953971525
18.459544690960904,0.0,0.12144276792714066,0.12144276792714066,0,18.580987458888046,2. The Crash,13.602896874284596,3.2658487401847855,48.459544690960904
18.546755613346537,0.0,0.0456142701623683,0.0456142701623683,0,18.592369883508905,2. The Crash,13.602896874284596,3.008362510476536,48.546755613346534
4.937162751862833,13.518868087280225,0.19334190734181855,13.712209994622043,293,18.649372746484875,2. The Crash,13.663186398854796,3.2809386765363344,34.937162751862836
18.586020181269493,0.0,0.06391877900976868,0.06391877900976868,0,18.64993896027926,2. The Crash,13.663186398854796,3.2804959019763227,48.58602018126949
4.979211810825093,13.670160935659784,0.009149417899578956,13.679310353559362,292,18.658522164384454,2. The Crash,13.69608917050133,3.5518085662900587,34.97921181082509
18.605300133085386,0.0,0.05506499851247796,0.05506499851247796,0,18.660365131597864,2. The Crash,13.69608917050133,3.2953425562590946,48.605300133085386
4.811431111119475,13.463351328250287,0.3899193968006099,13.853270725050896,291,18.664701836170373,2. The Crash,13.784150967140757,3.3138889449203526,34.811431111119475
18.765769376336966,0.0,0.03038699652620771,0.03038699652620771,0,18.796156372863173,2. The Crash,13.784150967140757,3.311508152605463,48.76576937633696
18.867242544408125,0.0,0.016559686288556797,0.016559686288556797,0,18.88380223069668,2. The Crash,13.784150967140757,3.311174000265053,48.86724254440813
18.89476906575546,0.0,0.012451207468326585,0.012451207468326585,0,18.90722027322379,2. The Crash,13.784150967140757,3.3109612307638283,48.89476906575546
18.74124920766829,0.0,0.19387220476258152,0.19387220476258152,0,18.93512141243087,2. The Crash,13.784150967140757,3.0542229817208626,48.74124920766829
18.92113355085924,0.0,0.06009851076204051,0.06009851076204051,0,18.981232061621277,2. The Crash,13.784150967140757,3.0515238754500693,48.92113355085924
18.94770592111382,0.0,0.04810630085553277,0.04810630085553277,1,18.995812221969352,2. The Crash,13.784150967140757,3.050568979860353,48.94770592111382
18.99029206942627,0.005520152543081025,0.0003472490120909401,0.005867401555171965,0,18.996159470981443,2. The Crash,13.784150967140757,3.0479457478378897,48.990292069426275
18.987433786083077,0.0,0.009177261013864693,0.009177261013864693,0,18.99661104709694,2. The Crash,13.784150967140757,3.0431204536563734,48.98743378608307
18.870516974891434,0.0,0.1493285243832007,0.1493285243832007,0,19.019845499274634,2. The Crash,13.784150967140757,3.045310333363434,48.87051697489143
19.064869213780568,0.0,0.0014216660305237394,0.0014216660305237394,0,19.066290879811092,2. The Crash,13.784150967140757,2.7807041233645213,49.06486921378057
5.062580210922575,13.602121625247797,0.4372515829278734,14.03937320817567,301,19.101953419098248,2. The Crash,13.948182991444531,2.7983702028685604,35.062580210922576
19.10588874260925,0.0,0.03736360160759803,0.03736360160759803,0,19.143252344216847,2. The Crash,13.948182991444531,2.7985840247352622,49.10588874260925
19.14671639521701,0.0,0.05392291677237905,0.05392291677237905,0,19.200639311989388,2. The Crash,13.948182991444531,2.797619880298531,49.14671639521701
19.1787997557533,0.0,0.08133419983711751,0.08133419983711751,1,19.260133955590415,2. The Crash,13.948182991444531,2.7963252733219086,49.1787997557533
19.120052889887052,0.0,0.20995752482744412,0.20995752482744412,1,19.330010414714497,2. The Crash,13.948182991444531,2.7971649284343805,49.12005288988705
19.23647367687841,0.023660278712004157,0.09573456402304079,0.11939484273504494,0,19.355868519613455,2. The Crash,13.948182991444531,2.796250290560024,49.23647367687841
19.29033333133007,0.03967708338442577,0.055715987428779264,0.09539307081320503,0,19.385726402143277,2. The Crash,13.948182991444531,2.7948447328685058,49.290333331330075
19.201164056937046,0.0,0.20227149295017324,0.20227149295017324,0,19.40343554988722,2. The Crash,13.948182991444531,2.795742407408396,49.201164056937046
5.062302599123634,13.59621956526082,0.7526865423535948,14.348906107614416,306,19.411208706738048,2. The Crash,14.19723498688943,3.079771288181856,35.06230259912363
19.382991682655252,0.0,0.08143888134019972,0.08143888134019972,2,19.464430563995453,2. The Crash,14.19723498688943,3.0759165288060535,49.38299168265525
19.447985461880844,0.016445102114609256,0.010980645578455161,0.02742574769306442,1,19.47541120957391,2. The Crash,14.19723498688943,3.0747111075703155,49.44798546188085
19.46117218814764,0.014239021426270426,0.006233274072481868,0.020472295498752294,0,19.48164448364639,2. The Crash,14.19723498688943,2.8038222318232346,49.46117218814764
19.497810587446846,0.0,0.017401144648977976,0.017401144648977976,0,19.515211732095825,2. The Crash,14.19723498688943,2.8007322068616207,49.49781058744685
19.435160078493755,0.0,0.10140291611329143,0.10140291611329143,0,19.536562994607046,2. The Crash,14.19723498688943,2.8022081565130192,49.43516007849375
19.41437323917377,0.0,0.14307111243493145,0.14307111243493145,0,19.5574443516087,2. The Crash,14.19723498688943,2.80495178012839,49.41437323917377
19.564535089095177,0.0,0.0024347985461832563,0.0024347985461832563,0,19.56696988764136,2. The Crash,14.19723498688943,2.800845032262024,49.56453508909517
19.55110197799034,0.0,0.032839482618103114,0.032839482618103114,0,19.583941460608443,2. The Crash,14.19723498688943,2.8005352985610323,49.55110197799034
19.628057622670134,0.0,0.008591984375848292,0.008591984375848292,0,19.63664960704598,2. The Crash,14.19723498688943,2.528463901448649,49.628057622670134
19.642915951020257,0.0,0.0027180659925961797,0.0027180659925961797,0,19.645634017012853,2. The Crash,14.19723498688943,2.527235186066291,49.64291595102026
19.708421723845046,0.0,0.0077858688559192726,0.0077858688559192726,0,19.716207592700965,2. The Crash,14.19723498688943,2.2555258285092403,49.70842172384505
19.575470570547377,0.0,0.2016527071925838,0.2016527071925838,0,19.77712327773996,2. The Crash,14.19723498688943,2.259315578379677,49.57547057054738
19.689502500977625,0.0,0.1607132857161679,0.1607132857161679,0,19.85021578669379,2. The Crash,14.19723498688943,2.2596300130268663,49.689502500977625
19.785127987323985,0.0,0.0669302821865825,0.0669302821865825,0,19.852058269510568,2. The Crash,14.19723498688943,1.9892119676475934,49.78512798732399
19.863867152383193,0.0,0.062177916085213655,0.062177916085213655,0,19.926045068468408,2. The Crash,14.19723498688943,1.9901584166752655,49.86386715238319
19.88605635780222,0.0,0.07102624847045359,0.07102624847045359,0,19.957082606272674,2. The Crash,14.19723498688943,1.721875308571296,49.88605635780222
19.943818350397954,0.0,0.013381391767897833,0.013381391767897833,0,19.95719974216585,2. The Crash,14.19723498688943,1.7209532153022986,49.943818350397954
0.042066414751339376,0.0,0.033421169679122884,0.033421169679122884,0,0.07548758443046226,3. The Fix,,,60.04206641475134
0.07040093596219583,0.0,0.023930755866158615,0.023930755866158615,0,0.09433169182835445,3. The Fix,,,60.0704009359622
0.1386830682094851,0.0,0.0013158281298996492,0.0013158281298996492,0,0.13999889633938473,3. The Fix,,,60.13868306820949
0.01486284399030661,0.0,0.19423913280845537,0.19423913280845537,0,0.20910197679876197,3. The Fix,,,60.01486284399031
0.17832457243935046,0.0,0.14113881561983982,0.14113881561983982,3,0.3194633880591903,3. The Fix,,,60.17832457243935
0.2737073467846303,0.045756041274559955,0.008536693544855551,0.0542927348194155,2,0.3280000816040458,3. The Fix,,,60.27370734678463
0.04077189135402603,6.938893903907228e-18,0.29082133880342664,0.29082133880342664,9,0.3315932301574527,3. The Fix,,,60.04077189135403
0.2647136469906648,0.0,0.0791966949438096,0.0791966949438096,1,0.3439103419344744,3. The Fix,,,60.264713646990664
0.2836393827809324,0.04436069882311339,0.021511989718413824,0.06587268854152721,0,0.34951207132245965,3. The Fix,,,60.28363938278093
0.2920492459451595,0.051861095989314876,0.02888453666677867,0.08074563265609355,0,0.37279487860125304,3. The Fix,,,60.29204924594516
0.09182449806389845,2.7755575615628914e-17,0.3383967135855992,0.3383967135855992,0,0.43022121164949767,3. The Fix,,,60.0918244980639
0.05128059189777464,0.28031263825967806,0.10353150769497374,0.38384414595465177,10,0.43512473785242645,3. The Fix,,,60.05128059189777
0.41940779270125184,0.0,0.02300176753454452,0.02300176753454452,0,0.44240956023579636,3. The Fix,,,60.41940779270125
0.06058053140238783,0.3745442064500386,0.07323066349435256,0.4477748699443912,11,0.508355401346779,3. The Fix,,,60.06058053140239
0.4733133638689406,5.551115123125783e-17,0.03996399391373929,0.039963993913739344,0,0.5132773577826799,3. The Fix,,,60.47331336386894
0.03804140207246277,0.0,0.5587078438442838,0.5587078438442838,11,0.5967492459167466,3. The Fix,,,60.038041402072466
0.08141305014431975,0.42694235120245927,0.14120101325525605,0.5681433644577153,10,0.6495564146020351,3. The Fix,,,60.08141305014432
0.654837993597021,0.0,0.05000400783735135,0.05000400783735135,0,0.7048420014343724,3. The Fix,,,60.65483799359702
0.7270008545101979,0.0,0.0026268155062871747,0.0026268155062871747,0,0.7296276700164851,3. The Fix,,,60.727000854510194
0.7768596918090688,0.0,0.028711255948750243,0.028711255948750243,0,0.805570947757819,3. The Fix,,,60.77685969180907
0.11723166584757284,0.5323247487544621,0.19493947390231087,0.7272642226567729,11,0.8444958885043459,3. The Fix,,,60.11723166584757
0.7045013908884202,0.0,0.1535494071555686,0.1535494071555686,0,0.8580507980439889,3. The Fix,,,60.70450139088842
0.8820457001147182,0.0,0.004109875450328165,0.004109875450328165,0,0.8861555755650463,3. The Fix,,,60.882045700114716
0.09974088591726966,0.49700835999947696,0.2898291116488051,0.786837471648282,10,0.8865783575655517,3. The Fix,,,60.09974088591727
0.8924435941155807,0.0,0.00014047120395148643,0.00014047120395148643,0,0.8925840653195322,3. The Fix,,,60.89244359411558
0.22732839474387614,0.6592499628216756,0.029438026261422577,0.6886879890830981,9,0.9160163838269743,3. The Fix,,,60.22732839474388
0.2489316678008303,0.6670847160261439,0.03616642287652278,0.7032511389026668,10,0.9521828067034971,3. The Fix,,,60.24893166780083
0.2755810192448879,0.6766017874586092,0.02574473805409011,0.7023465255126993,10,0.9779275447575873,3. The Fix,,,60.27558101924489
0.9833727598860824,0.0,0.010907643502179007,0.010907643502179007,0,0.9942804033882614,3. The Fix,,,60.98337275988608
0.974167726768464,0.0,0.06409582203978113,0.06409582203978113,0,1.038263548808245,3. The Fix,,,60.974167726768464
0.22215937032494154,0.6223365181794045,0.240038263161534,0.8623747813409385,13,1.08453415166588,3. The Fix,,,60.22215937032494
0.33251653247925655,0.6454110122783308,0.13655734230670727,0.781968354585038,12,1.1144848870642945,3. The Fix,,,60.332516532479254
1.1443220206822031,0.0,0.014485400269137022,0.014485400269137022,0,1.1588074209513402,3. The Fix,,,61.1443220206822
0.45935133075340406,0.6551335563108904,0.05015940190259732,0.7052929582134877,13,1.1646442889668918,3. The Fix,,,60.45935133075341
1.1249706836533695,0.0,0.06838697588795502,0.06838697588795502,0,1.1933576595413244,3. The Fix,,,61.124970683653366
0.49129376800120617,0.6733505209656856,0.04763481998026332,0.7209853409459489,12,1.2122791089471552,3. The Fix,,,60.491293768001206
1.236402187416177,0.0,0.01860436912528537,0.01860436912528537,0,1.2550065565414623,3. The Fix,,,61.236402187416175
0.34355537059837327,0.7409787810675067,0.19046900002862036,0.931447781096127,11,1.2750031516945004,3. The Fix,,,60.343555370598374
1.249708835370642,0.0,0.03702231775187659,0.03702231775187659,0,1.2867311531225187,3. The Fix,,,61.24970883537064
1.3431980845980065,0.0,0.010544959682162694,0.010544959682162694,0,1.3537430442801692,3. The Fix,,,61.34319808459801
1.264598035872717,0.0,0.09716161450223591,0.09716161450223591,0,1.3617596503749527,3. The Fix,,,61.264598035872716
1.3647067796011823,0.0,0.011427122460769972,0.011427122460769972,0,1.3761339020619523,3. The Fix,,,61.364706779601185
1.3513121929772878,0.0,0.05624822189219562,0.05624822189219562,0,1.4075604148694834,3. The Fix,,,61.35131219297729
1.4487174812612598,0.0,0.023202282455590677,0.023202282455590677,0,1.4719197637168504,3. The Fix,,,61.44871748126126
1.4222315584947662,0.0,0.057320232628349954,0.057320232628349954,0,1.4795517911231162,3. The Fix,,,61.422231558494765
1.4838096720821774,0.0,0.0225242755613729,0.0225242755613729,0,1.5063339476435502,3. The Fix,,,61.483809672082174
1.508697867797362,0.0,0.04489774362780837,0.04489774362780837,0,1.5535956114251703,3. The Fix,,,61.50869786779736
1.5688450697330958,0.0,0.011986197349444457,0.011986197349444457,0,1.5808312670825402,3. The Fix,,,61.568845069733094
1.590595241440694,0.0,0.008488097732005503,0.008488097732005503,0,1.5990833391726995,3. The Fix,,,61.590595241440695
1.5401702927471057,0.0,0.11409784992083992,0.11409784992083992,0,1.6542681426679455,3. The Fix,0.8976020112160845,0.23691614029157923,61.540170292747106
1.6600873680661188,0.0,0.1828507991183333,0.1828507991183333,3,1.842938167184452,3. The Fix,0.8976020112160845,0.2399047328803634,61.660087368066115
1.6857496444734037,0.0,0.16751261616965146,0.16751261616965146,2,1.853262260643055,3. The Fix,0.8976020112160845,0.24277637008643327,61.685749644473404
1.697996070129799,0.0,0.18646236673893493,0.18646236673893493,3,1.8844584368687338,3. The Fix,0.8976020112160845,0.246479300858614,61.6979960701298
0.5299307652549967,0.6823483436921585,0.7450620184776933,1.4274103621698517,22,1.9573411274248484,3. The Fix,1.1843886974437257,0.27114272544584195,60.529930765254996
1.813335323892822,0.039926936750233066,0.12298869625052053,0.1629156330007536,4,1.9762509568935755,3. The Fix,1.1843886974437257,0.27157826179346023,61.81333532389282
0.8292325139456966,1.1281086134791518,0.09512833355294072,1.2232369470320925,22,2.052469460977789,3. The Fix,1.3273653887523493,0.2949571460377137,60.8292325139457
1.717273622202621,0.125664544981831,0.22744200097696535,0.3531065459587963,9,2.0703801681614173,3. The Fix,1.3273653887523493,0.29620285018082115,61.71727362220262
1.8546676445869126,0.12158331230666275,0.10495889401967103,0.22654220632633376,8,2.0812098509132464,3. The Fix,1.3273653887523493,0.2991497604084716,61.85466764458691
1.8389732871371618,0.04548514973157203,0.23002270968704272,0.2755078594186148,8,2.1144811465557765,3. The Fix,1.3273653887523493,0.3033424638260134,61.838973287137165
1.9393678486063097,0.17511329794946673,0.05177580822556627,0.226889106175033,9,2.1662569547813426,3. The Fix,1.3273653887523493,0.30626533329639216,61.93936784860631
1.9774160888029868,0.1888408659783558,0.01886293502114889,0.2077038009995047,8,2.1851198898024915,3. The Fix,1.3273653887523493,0.30365147504467027,61.97741608880299
1.9123402338875488,0.16886961702569758,0.10763228065399304,0.27650189767969063,7,2.1888421315672395,3. The Fix,1.3273653887523493,0.30150463007917105,61.91234023388755
1.8586881905625812,0.21169197759883618,0.12168306090142836,0.3333750385002645,6,2.1920632290628457,3. The Fix,1.3273653887523493,0.30771209549848544,61.85868819056258
1.9919484980654587,0.1931713917370328,0.013421139694898995,0.2065925314319318,5,2.1985410294973904,3. The Fix,1.3273653887523493,0.3028884487282362,61.99194849806546
2.0014384656693456,0.18740366589789392,0.022429001017651808,0.20983266691554572,5,2.2112711325848915,3. The Fix,1.3273653887523493,0.3062858221882724,62.001438465669345
2.062837967697622,0.14843316488726943,0.015335260442210336,0.16376842532947977,4,2.226606393027102,3. The Fix,1.3273653887523493,0.29838703381797627,62.062837967697625
0.7558241655865543,0.5191789861079461,0.9688107614842769,1.487989747592223,28,2.2438139131787773,3. The Fix,1.458305848735261,0.31678396148066645,60.75582416558655
2.045563414658413,0.15297761483897743,0.10086751377920197,0.2538451286181794,3,2.2994085432765923,3. The Fix,1.458305848735261,0.320860783896283,62.04556341465841
2.093484674405999,0.13312171862110267,0.07791995283747859,0.21104167145858127,3,2.3045263458645806,3. The Fix,1.458305848735261,0.3250290810153289,62.093484674406
2.1460033118366413,0.15852303402793932,0.02486360494145087,0.1833866389693902,2,2.3293899508060316,3. The Fix,1.458305848735261,0.3281225886757417,62.146003311836644
2.0395208839711394,0.15254234509170628,0.14049555701740232,0.29303790210910863,1,2.332558786080248,3. The Fix,1.458305848735261,0.31943806226478844,62.039520883971136
2.210957121585072,0.11843282922095977,0.0037180356879898038,0.12215086490894957,0,2.3331079864940216,3. The Fix,1.458305848735261,0.318810091419856,62.210957121585075
2.1231592766891985,0.17624926658739382,0.050831108021781944,0.22708037460917577,0,2.350239651298374,3. The Fix,1.458305848735261,0.32326950140303296,62.1231592766892
2.3033152714618783,0.029243514618369826,0.04656257358378235,0.07580608820215218,1,2.3791213596640306,3. The Fix,1.458305848735261,0.3090488737341104,62.30331527146188
0.9232050493116668,1.1292644116661223,0.3581109171030198,1.4873753287691422,28,2.410580378080809,3. The Fix,1.4876886823689135,0.3387935708854142,60.92320504931167
0.9631595605954265,1.4474208174853822,0.016519385607191444,1.4639402030925737,27,2.427099763688,3. The Fix,1.4876886823689135,0.3542986151656036,60.96315956059543
2.3650841436377155,0.0,0.07013902789517533,0.07013902789517533,4,2.4352231715328907,3. The Fix,1.4876886823689135,0.3416363729454539,62.365084143637716
2.3719980894097343,0.007123270254296266,0.057520830116660045,0.0646441003709563,3,2.4366421897806907,3. The Fix,1.4876886823689135,0.328882324442619,62.371998089409736
2.3802810335238322,0.05494213800905845,0.019513958333802248,0.0744560963428607,2,2.454737129866693,3. The Fix,1.4876886823689135,0.3301532934994327,62.38028103352383
